step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
91,0.8264282941818237,0.801707779886148,,,,,,,,2026-09-21T00:30:41.7750000Z
92,0.35541900992393494,0.9181286549707602,,,,,,,,2026-09-21T00:30:42.9730000Z
93,0.23770952224731445,0.9454976303317536,,,,,,,,2026-09-21T00:30:44.1410000Z
94,0.901369571685791,0.785234899328859,,,,,,,,2026-09-21T00:30:47.4460000Z
95,0.7536038756370544,0.8227848101265823,,,,,,,,2026-09-21T00:30:51.0340000Z
96,0.3263777494430542,0.9206349206349206,,,,,,,,2026-09-21T00:30:52.2170000Z
97,0.4097416400909424,0.9044117647058824,,,,,,,,2026-09-21T00:30:55.4910000Z
98,0.1316150724887848,0.9834437086092715,,,,,,,,2026-09-21T00:30:56.6640000Z
99,0.5327408909797668,0.8722466960352423,,,,,,,,2026-09-21T00:30:57.8460000Z
100,0.3335016369819641,0.9270216962524654,,0.7531938521792135,0.8078175895765473,,,,,2026-09-21T00:31:04.6090000Z
101,0.5769702792167664,0.8765432098765432,,,,,,,,2026-09-21T00:31:09.7850000Z
102,0.8826685547828674,0.8155136268343816,,,,,,,,2026-09-21T00:31:10.4090000Z
103,0.725943922996521,0.8209408194233687,,,,,,,,2026-09-21T00:31:14.5390000Z
104,0.24007023870944977,0.9330708661417323,,,,,,,,2026-09-21T00:31:17.5200000Z
105,0.21767497062683105,0.9502923976608187,,,,,,,,2026-09-21T00:31:18.9970000Z
106,0.7545167803764343,0.8174603174603174,,,,,,,,2026-09-21T00:31:20.1720000Z
107,0.403786838054657,0.9104166666666667,,,,,,,,2026-09-21T00:31:21.3470000Z
108,0.1604142040014267,0.9576547231270358,,,,,,,,2026-09-21T00:31:22.5200000Z
109,0.25231900811195374,0.9353233830845771,,,,,,,,2026-09-21T00:31:25.8020000Z
110,0.041151076555252075,1,,,,,,,,2026-09-21T00:31:27.3070000Z
111,0.1880248486995697,0.9420731707317073,,,,,,,,2026-09-21T00:31:28.4930000Z
112,0.39849695563316345,0.9172056921086675,,,,,,,,2026-09-21T00:31:32.3730000Z
113,0.7210639119148254,0.8162911611785095,,,,,,,,2026-09-21T00:31:33.2780000Z
114,0.029729239642620087,0.9970674486803519,,,,,,,,2026-09-21T00:31:36.6210000Z
115,0.6088321805000305,0.8482142857142857,,,,,,,,2026-09-21T00:31:37.8020000Z
116,0.6211037039756775,0.863036303630363,,,,,,,,2026-09-21T00:31:41.4080000Z
117,0.4675208032131195,0.8863636363636364,,,,,,,,2026-09-21T00:31:44.6850000Z
118,0.02062385156750679,1,,,,,,,,2026-09-21T00:31:47.9890000Z
119,0.11346536874771118,0.9696132596685083,,,,,,,,2026-09-21T00:31:49.4830000Z
120,0.16503837704658508,0.955503512880562,,,,,,,,2026-09-21T00:31:50.6560000Z
121,0.011211086995899677,1,,,,,,,,2026-09-21T00:31:51.8350000Z
122,0.014463449828326702,1,,,,,,,,2026-09-21T00:31:53.0060000Z
123,0.21775443851947784,0.9431524547803618,,,,,,,,2026-09-21T00:31:54.2090000Z
